name;cvc5-runtime;cvc5-result;z3-runtime;z3-result;z3-noodler-c0f3244-runtime;z3-noodler-c0f3244-result;z3-noodler-6e14cda-runtime;z3-noodler-6e14cda-result;z3-noodler-59658f7-runtime;z3-noodler-59658f7-result;z3-noodler-e8a4269-runtime;z3-noodler-e8a4269-result;z3-noodler-daa40de-runtime;z3-noodler-daa40de-result
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_59.smt2;0.03; sat;0.03; sat;0.04; sat;0.03; sat;0.03; sat;0.04; sat;0.05; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_80.smt2;0.04; sat;0.05; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_147.smt2;0.03; sat;0.09; sat;0.02; sat;0.04; sat;0.02; sat;0.03; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_183.smt2;0.02; sat;0.01; sat;0.01; sat;0.04; sat;0.02; sat;0.01; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_190.smt2;0.01; sat;0.03; sat;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_96.smt2;0.03; sat;0.02; sat;0.02; sat;0.03; sat;0.04; sat;0.02; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_32.smt2;0.03; sat;0.03; sat;0.01; sat;0.03; sat;0.02; sat;0.01; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_117.smt2;0.04; sat;0.04; sat;0.04; sat;0.04; sat;0.03; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_150.smt2;0.05; sat;0.06; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_175.smt2;0.01; sat;0.01; sat;0.01; sat;0.04; sat;0.01; sat;0.02; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_56.smt2;0.02; sat;0.09; sat;0.02; sat;0.02; sat;0.04; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_54.smt2;0.03; sat;0.02; sat;0.03; sat;0.02; sat;0.03; sat;0.01; sat;0.05; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_73.smt2;0.01; sat;0.01; sat;0.02; sat;0.04; sat;0.04; sat;0.03; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_131.smt2;0.05; sat;0.52; sat;0.04; sat;0.03; sat;0.04; sat;0.03; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_76.smt2;0.02; sat;0.01; sat;0.02; sat;0.05; sat;0.02; sat;0.01; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_78.smt2;0.02; sat;0.02; sat;0.02; sat;0.04; sat;0.03; sat;0.02; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_47.smt2;0.04; sat;0.01; sat;0.03; sat;0.02; sat;0.04; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_89.smt2;0.01; sat;0.02; sat;0.03; sat;0.02; sat;0.04; sat;0.02; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_90.smt2;0.01; sat;0.03; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_23.smt2;0.01; sat;0.01; sat;0.03; sat;0.03; sat;0.03; sat;0.04; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_110.smt2;0.02; sat;0.56; sat;0.04; sat;0.02; sat;0.03; sat;0.02; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_20.smt2;0.01; sat;0.02; sat;0.6; sat;0.59; sat;0.59; sat;0.61; sat;0.58; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_170.smt2;0.0; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_111.smt2;TO;TO;0.13; sat;30.83; sat;31.54; sat;30.73; sat;30.03; sat;28.14; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_6.smt2;0.07; sat;0.04; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_113.smt2;0.03; sat;0.01; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_160.smt2;0.01; sat;0.03; sat;0.02; sat;0.01; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_168.smt2;0.0; sat;0.02; sat;0.02; sat;0.01; sat;0.02; sat;0.04; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_184.smt2;0.04; sat;0.18; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_60.smt2;0.08; sat;0.02; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_40.smt2;0.03; sat;0.07; sat;0.03; sat;0.03; sat;0.02; sat;0.05; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_164.smt2;0.01; sat;0.03; sat;0.05; sat;0.02; sat;0.01; sat;0.02; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_72.smt2;0.04; sat;0.07; sat;0.04; sat;0.04; sat;0.02; sat;0.04; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_119.smt2;0.01; sat;0.04; sat;0.03; sat;0.03; sat;0.01; sat;0.02; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_19.smt2;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_7.smt2;0.04; sat;0.01; sat;0.04; sat;0.01; sat;0.04; sat;0.06; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_189.smt2;0.08; sat;0.01; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_130.smt2;0.01; sat;0.01; sat;0.01; sat;0.03; sat;0.04; sat;0.03; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_145.smt2;0.05; sat;0.02; sat;15.56; sat;16.51; sat;16.16; sat;16.0; sat;15.61; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_154.smt2;0.02; sat;0.03; sat;0.04; sat;0.0; sat;0.03; sat;0.0; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_24.smt2;0.03; sat;0.02; sat;0.02; sat;0.04; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_181.smt2;0.0; sat;0.03; sat;0.03; sat;0.03; sat;0.02; sat;0.02; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_51.smt2;0.0; sat;0.02; sat;0.03; sat;0.04; sat;0.03; sat;0.02; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_109.smt2;0.1; sat;1.27; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_27.smt2;0.0; sat;0.02; sat;0.03; sat;0.05; sat;0.03; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_194.smt2;0.11; sat;0.08; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_86.smt2;0.0; sat;0.02; sat;0.03; sat;0.02; sat;0.03; sat;0.03; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_67.smt2;0.02; sat;0.11; sat;0.03; sat;0.02; sat;0.04; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_146.smt2;0.01; sat;0.02; sat;0.04; sat;0.02; sat;0.03; sat;0.04; sat;0.0; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_121.smt2;0.0; sat;0.03; sat;0.02; sat;0.01; sat;0.03; sat;0.02; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_42.smt2;TO;TO;0.02; sat;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_177.smt2;0.03; sat;0.11; sat;0.02; sat;0.04; sat;0.04; sat;0.03; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_166.smt2;0.01; sat;0.06; sat;0.04; sat;0.01; sat;0.01; sat;0.03; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_134.smt2;0.03; sat;0.01; sat;0.01; sat;0.03; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_136.smt2;0.01; sat;0.02; sat;0.01; sat;0.01; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_37.smt2;0.01; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat;0.02; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_64.smt2;0.06; sat;0.18; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_144.smt2;0.02; sat;0.01; sat;0.01; sat;0.03; sat;0.03; sat;0.02; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_29.smt2;0.02; sat;0.02; sat;0.03; sat;0.02; sat;0.02; sat;0.04; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_151.smt2;0.02; sat;0.07; sat;0.04; sat;0.01; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_97.smt2;0.01; sat;0.01; sat;0.02; sat;0.03; sat;0.01; sat;0.02; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_83.smt2;0.01; sat;0.02; sat;0.01; sat;0.01; sat;0.01; sat;0.02; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_178.smt2;0.05; sat;0.02; sat;0.05; sat;0.05; sat;0.02; sat;0.05; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_142.smt2;0.01; sat;0.01; sat;0.03; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_112.smt2;0.01; sat;0.03; sat;0.03; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_169.smt2;0.05; sat;0.03; sat;0.04; sat;0.01; sat;0.01; sat;0.02; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_138.smt2;0.02; sat;0.03; sat;0.02; sat;0.02; sat;0.01; sat;0.02; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_13.smt2;0.01; sat;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.04; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_49.smt2;0.01; sat;0.02; sat;0.01; sat;0.01; sat;0.02; sat;0.01; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_188.smt2;0.05; sat;0.03; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_74.smt2;0.03; sat;0.04; sat;0.01; sat;0.03; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_172.smt2;0.02; sat;0.04; sat;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_71.smt2;0.07; sat;1.61; sat;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_33.smt2;0.03; sat;0.01; sat;0.04; sat;0.05; sat;0.02; sat;0.02; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_79.smt2;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.04; sat;0.02; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_63.smt2;0.04; sat;0.06; sat;0.04; sat;0.04; sat;0.03; sat;0.04; sat;0.05; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_126.smt2;0.03; sat;0.16; sat;0.04; sat;0.03; sat;0.02; sat;0.04; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_21.smt2;0.01; sat;0.02; sat;0.03; sat;0.03; sat;0.04; sat;0.03; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_38.smt2;0.02; sat;0.04; sat;0.04; sat;0.04; sat;0.04; sat;0.05; sat;0.05; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_163.smt2;0.03; sat;0.02; sat;0.06; sat;0.07; sat;0.04; sat;0.09; sat;0.08; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_30.smt2;0.03; sat;0.03; sat;47.82; sat;47.95; sat;47.09; sat;47.72; sat;46.18; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_69.smt2;0.11; sat;0.04; sat;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_173.smt2;0.03; sat;0.01; sat;0.04; sat;0.01; sat;0.03; sat;0.04; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_120.smt2;0.04; sat;0.2; sat;0.04; sat;0.02; sat;0.03; sat;0.02; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_104.smt2;0.03; sat;0.04; sat;0.03; sat;0.04; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_152.smt2;0.01; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_91.smt2;0.0; sat;0.02; sat;0.03; sat;0.02; sat;0.03; sat;0.03; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_103.smt2;0.02; sat;0.03; sat;0.04; sat;0.03; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_158.smt2;0.02; sat;0.04; sat;0.1; sat;0.05; sat;0.06; sat;0.08; sat;0.08; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_159.smt2;0.08; sat;0.01; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_127.smt2;0.01; sat;0.04; sat;0.05; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_36.smt2;0.06; sat;0.11; sat;2.6; sat;3.48; sat;3.35; sat;3.28; sat;3.31; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_187.smt2;0.05; sat;0.03; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_162.smt2;0.07; sat;0.02; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_176.smt2;0.0; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_45.smt2;0.02; sat;0.02; sat;0.03; sat;0.02; sat;0.03; sat;0.04; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_22.smt2;0.03; sat;0.02; sat;0.05; sat;0.05; sat;0.03; sat;0.04; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_193.smt2;0.0; sat;0.03; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_34.smt2;0.02; sat;0.05; sat;0.04; sat;0.01; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_94.smt2;0.01; sat;0.01; sat;0.03; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_171.smt2;0.01; sat;0.03; sat;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_88.smt2;0.02; sat;0.05; sat;0.04; sat;0.01; sat;0.02; sat;0.03; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_58.smt2;0.03; sat;0.09; sat;0.04; sat;0.04; sat;0.03; sat;0.02; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_12.smt2;0.01; sat;0.03; sat;0.03; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_148.smt2;0.04; sat;0.39; sat;2.54; sat;1.93; sat;1.82; sat;2.4; sat;1.86; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_92.smt2;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_66.smt2;0.03; sat;0.01; sat;0.04; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_118.smt2;0.02; sat;0.01; sat;0.03; sat;0.02; sat;0.03; sat;0.03; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_25.smt2;0.07; sat;0.03; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_153.smt2;0.04; sat;0.05; sat;0.02; sat;0.03; sat;0.04; sat;0.02; sat;0.05; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_186.smt2;0.03; sat;0.05; sat;0.04; sat;0.03; sat;0.02; sat;0.05; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_65.smt2;0.03; sat;0.11; sat;0.04; sat;0.04; sat;0.05; sat;0.04; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_43.smt2;TO;TO;6.87; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_185.smt2;0.01; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat;0.03; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_196.smt2;0.02; sat;0.02; sat;0.04; sat;0.03; sat;0.02; sat;0.03; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_4.smt2;0.02; sat;0.03; sat;0.03; sat;0.02; sat;0.04; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_52.smt2;0.02; sat;0.01; sat;0.03; sat;0.02; sat;0.04; sat;0.02; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_157.smt2;0.03; sat;0.01; sat;0.02; sat;0.04; sat;0.03; sat;0.02; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_191.smt2;0.04; sat;0.03; sat;4.37; sat;4.54; sat;4.49; sat;4.38; sat;4.05; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_5.smt2;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat;0.04; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_44.smt2;0.0; sat;0.02; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_101.smt2;0.02; sat;0.05; sat;0.03; sat;0.04; sat;0.02; sat;0.04; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_129.smt2;0.01; sat;0.01; sat;0.01; sat;0.01; sat;0.03; sat;0.03; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_82.smt2;TO;TO;0.03; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_140.smt2;0.09; sat;0.03; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_115.smt2;0.03; sat;0.01; sat;0.04; sat;0.04; sat;0.03; sat;0.04; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_143.smt2;0.03; sat;0.03; sat;0.05; sat;0.03; sat;0.04; sat;0.02; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_16.smt2;0.08; sat;0.05; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_167.smt2;0.04; sat;0.03; sat;0.04; sat;0.02; sat;0.03; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_39.smt2;0.04; sat;0.01; sat;0.04; sat;0.04; sat;0.02; sat;0.03; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_10.smt2;0.05; sat;0.02; sat;0.05; sat;0.03; sat;0.03; sat;0.05; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_95.smt2;0.03; sat;0.04; sat;0.05; sat;0.01; sat;0.05; sat;0.05; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_141.smt2;0.04; sat;0.14; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_75.smt2;0.0; sat;0.02; sat;0.03; sat;0.02; sat;0.03; sat;0.01; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_2.smt2;0.03; sat;0.03; sat;13.24; sat;13.1; sat;13.41; sat;13.14; sat;12.53; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_46.smt2;0.06; sat;0.02; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_85.smt2;0.02; sat;0.02; sat;0.04; sat;0.04; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_15.smt2;0.03; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_48.smt2;0.02; sat;0.02; sat;0.03; sat;0.04; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_53.smt2;0.09; sat;0.04; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_122.smt2;0.05; sat;0.03; sat;0.04; sat;0.04; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_31.smt2;0.01; sat;0.02; sat;0.04; sat;0.03; sat;0.03; sat;0.03; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_11.smt2;0.03; sat;0.05; sat;0.02; sat;0.02; sat;0.03; sat;0.04; sat;0.05; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_132.smt2;0.03; sat;0.25; sat;0.04; sat;0.05; sat;0.02; sat;0.04; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_195.smt2;0.02; sat;0.04; sat;0.03; sat;0.04; sat;0.03; sat;0.02; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_100.smt2;TO;TO;0.84; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_137.smt2;0.03; sat;0.04; sat;0.04; sat;0.05; sat;0.01; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_55.smt2;0.06; sat;0.04; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_105.smt2;0.01; sat;0.03; sat;0.02; sat;0.03; sat;0.03; sat;0.01; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_98.smt2;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_87.smt2;0.04; sat;0.12; sat;0.01; sat;0.02; sat;0.03; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_139.smt2;0.04; sat;0.19; sat;0.03; sat;0.04; sat;0.02; sat;0.03; sat;0.03; sat
